month day hour Development
3 16 6.292 0
3 16 6.375 0
3 16 6.458 0
3 16 6.542 0
3 16 6.625 0
3 16 6.708 0
3 16 6.792 0
3 16 6.875 0
3 16 6.958 0
3 16 7.042 0
3 16 7.125 0
3 16 7.208 0
3 16 7.292 0
3 16 7.375 0
3 16 7.458 0
3 16 7.542 0
3 16 7.625 0
3 16 7.708 0
3 16 7.792 0
3 16 7.875 0
3 16 7.958 0
3 16 8.042 0
3 16 8.125 0
3 16 8.208 0
3 16 8.292 0
3 16 8.375 0
3 16 8.458 0
3 16 8.542 0
3 16 8.625 0
3 16 8.708 1
3 16 8.792 0
3 16 8.875 1
3 16 8.958 1
3 16 9.042 1
3 16 9.125 1
3 16 9.208 1
3 16 9.292 1
3 16 9.375 1
3 16 9.458 1
3 16 9.542 1
3 16 9.625 1
3 16 9.708 1
3 16 9.792 1
3 16 9.875 1
3 16 9.958 1
3 16 10.042 1
3 16 10.125 1
3 16 10.208 1
3 16 10.292 1
3 16 10.375 1
3 16 10.458 1
3 16 10.542 1
3 16 10.625 1
3 16 10.708 1
3 16 10.792 1
3 16 10.875 0
3 16 10.958 1
3 16 11.042 1
3 16 11.125 0
3 16 11.208 0
3 16 11.292 1
3 16 11.375 1
3 16 11.458 1
3 16 11.542 1
3 16 11.625 0
3 16 11.708 0
3 16 11.792 0
3 16 11.875 1
3 16 11.958 1
3 16 12.042 0
3 16 12.125 0
3 16 12.208 0
3 16 12.292 0
3 16 12.375 0
3 16 12.458 0
3 16 12.542 0
3 16 12.625 1
3 16 12.708 1
3 16 12.792 1
3 16 12.875 1
3 16 12.958 1
3 16 13.042 1
3 16 13.125 1
3 16 13.208 1
3 16 13.292 1
3 16 13.375 1
3 16 13.458 1
3 16 13.542 1
3 16 13.625 1
3 16 13.708 0
3 16 13.792 0
3 16 13.875 0
3 16 13.958 1
3 16 14.042 1
3 16 14.125 1
3 16 14.208 1
3 16 14.292 0
3 16 14.375 1
3 16 14.458 1
3 16 14.542 1
3 16 14.625 1
3 16 14.708 1
3 16 14.792 1
3 16 14.875 1
3 16 14.958 1
3 16 15.042 1
3 16 15.125 1
3 16 15.208 0
3 16 15.292 1
3 16 15.375 1
3 16 15.458 1
3 16 15.542 1
3 16 15.625 1
3 16 15.708 1
3 16 15.792 1
3 16 15.875 1
3 16 15.958 1
3 16 16.042 1
3 16 16.125 1
3 16 16.208 1
3 16 16.292 1
3 16 16.375 1
3 16 16.458 1
3 16 16.542 0
3 16 16.625 0
3 16 16.708 0
3 16 16.792 1
3 16 16.875 1
3 16 16.958 1
3 16 17.042 1
3 16 17.125 1
3 16 17.208 1
3 16 17.292 1
3 16 17.375 1
3 16 17.458 0
3 16 17.542 0
3 16 17.625 0
3 16 17.708 1
3 16 17.792 1
3 16 17.875 1
3 16 17.958 1
3 16 18.042 1
3 16 18.125 1
3 16 18.208 1
3 16 18.292 1
3 16 18.375 1
3 16 18.458 0
3 16 18.542 0
3 16 18.625 1
3 16 18.708 1
3 16 18.792 1
3 16 18.875 1
3 16 18.958 1
3 16 19.042 0
3 16 19.125 0
3 16 19.208 0
3 16 19.292 0
3 16 19.375 0
3 16 19.458 0
3 16 19.542 0
3 16 19.625 0
3 16 19.708 0
3 16 19.792 0
3 16 19.875 0
3 16 19.958 0
3 16 20.042 0
3 16 20.125 0
3 16 20.208 0
3 16 20.292 0
3 16 20.375 0
3 16 20.458 0
3 16 20.542 0
3 16 20.625 0
3 16 20.708 0
3 16 20.792 0
3 16 20.875 0
3 16 20.958 0
3 16 21.042 0
3 16 21.125 0
3 16 21.208 0
3 16 21.292 0
3 16 21.375 0
3 16 21.458 0
3 16 21.542 0
3 16 21.625 0
3 16 21.708 0
3 16 21.792 0
3 16 21.875 0
3 16 21.958 0
3 16 22.042 0
3 16 22.125 0
3 16 22.208 0
3 16 22.292 0
3 16 22.375 0
3 16 22.458 0
3 16 22.542 0
3 16 22.625 0
3 16 22.708 0
3 16 22.792 0
3 16 22.875 0
3 16 22.958 0
3 16 23.042 0
3 16 23.125 0
3 16 23.208 0
3 16 23.292 0
3 16 23.375 0
3 16 23.458 0
3 16 23.542 0
3 16 23.625 0
3 16 23.708 0
3 16 23.792 0
3 16 23.875 0
3 16 23.958 0
3 17 0.042 0
3 17 0.125 0
3 17 0.208 0
3 17 0.292 0
3 17 0.375 0
3 17 0.458 0
3 17 0.542 0
3 17 0.625 0
3 17 0.708 0
3 17 0.792 0
3 17 0.875 0
3 17 0.958 0
3 17 1.042 0
3 17 1.125 0
3 17 1.208 0
3 17 1.292 0
3 17 1.375 0
3 17 1.458 0
3 17 1.542 0
3 17 1.625 0
3 17 1.708 0
3 17 1.792 0
3 17 1.875 0
3 17 1.958 0
3 17 2.042 0
3 17 2.125 0
3 17 2.208 0
3 17 2.292 0
3 17 2.375 0
3 17 2.458 0
3 17 2.542 0
3 17 2.625 0
3 17 2.708 0
3 17 2.792 0
3 17 2.875 0
3 17 2.958 0
3 17 3.042 0
3 17 3.125 0
3 17 3.208 0
3 17 3.292 0
3 17 3.375 0
3 17 3.458 0
3 17 3.542 0
3 17 3.625 0
3 17 3.708 0
3 17 3.792 0
3 17 3.875 0
3 17 3.958 0
3 17 4.042 0
3 17 4.125 0
3 17 4.208 0
3 17 4.292 0
3 17 4.375 0
3 17 4.458 0
3 17 4.542 0
3 17 4.625 0
3 17 4.708 0
3 17 4.792 0
3 17 4.875 0
3 17 4.958 0
3 17 5.042 0
3 17 5.125 0
3 17 5.208 0
3 17 5.292 0
3 17 5.375 0
3 17 5.458 0
3 17 5.542 0
3 17 5.625 0
3 17 5.708 0
3 17 5.792 0
3 17 5.875 0
3 17 5.958 0
3 17 6.042 0
3 17 6.125 0
3 17 6.208 0
3 17 6.292 0
3 17 6.375 0
3 17 6.458 0
3 17 6.542 0
3 17 6.625 0
3 17 6.708 0
3 17 6.792 0
3 17 6.875 0
3 17 6.958 0
3 17 7.042 0
3 17 7.125 0
3 17 7.208 0
3 17 7.292 0
3 17 7.375 0
3 17 7.458 0
3 17 7.542 0
3 17 7.625 0
3 17 7.708 0
3 17 7.792 0
3 17 7.875 0
3 17 7.958 0
3 17 8.042 0
3 17 8.125 0
3 17 8.208 0
3 17 8.292 0
3 17 8.375 0
3 17 8.458 0
3 17 8.542 0
3 17 8.625 1
3 17 8.708 1
3 17 8.792 1
3 17 8.875 1
3 17 8.958 1
3 17 9.042 1
3 17 9.125 1
3 17 9.208 1
3 17 9.292 1
3 17 9.375 1
3 17 9.458 1
3 17 9.542 1
3 17 9.625 1
3 17 9.708 1
3 17 9.792 1
3 17 9.875 1
3 17 9.958 1
3 17 10.042 1
3 17 10.125 1
3 17 10.208 1
3 17 10.292 1
3 17 10.375 1
3 17 10.458 1
3 17 10.542 1
3 17 10.625 1
3 17 10.708 0
3 17 10.792 1
3 17 10.875 1
3 17 10.958 1
3 17 11.042 1
3 17 11.125 0
3 17 11.208 0
3 17 11.292 1
3 17 11.375 1
3 17 11.458 0
3 17 11.542 0
3 17 11.625 1
3 17 11.708 0
3 17 11.792 0
3 17 11.875 0
3 17 11.958 1
3 17 12.042 1
3 17 12.125 1
3 17 12.208 1
3 17 12.292 1
3 17 12.375 1
3 17 12.458 0
3 17 12.542 0
3 17 12.625 0
3 17 12.708 1
3 17 12.792 1
3 17 12.875 1
3 17 12.958 0
3 17 13.042 0
3 17 13.125 1
3 17 13.208 1
3 17 13.292 1
3 17 13.375 0
3 17 13.458 1
3 17 13.542 1
3 17 13.625 1
3 17 13.708 1
3 17 13.792 1
3 17 13.875 1
3 17 13.958 1
3 17 14.042 1
3 17 14.125 1
3 17 14.208 1
3 17 14.292 1
3 17 14.375 1
3 17 14.458 1
3 17 14.542 0
3 17 14.625 1
3 17 14.708 1
3 17 14.792 1
3 17 14.875 1
3 17 14.958 1
3 17 15.042 1
3 17 15.125 1
3 17 15.208 1
3 17 15.292 0
3 17 15.375 1
3 17 15.458 1
3 17 15.542 1
3 17 15.625 1
3 17 15.708 1
3 17 15.792 1
3 17 15.875 1
3 17 15.958 1
3 17 16.042 1
3 17 16.125 1
3 17 16.208 1
3 17 16.292 1
3 17 16.375 1
3 17 16.458 1
3 17 16.542 1
3 17 16.625 0
3 17 16.708 0
3 17 16.792 0
3 17 16.875 0
3 17 16.958 1
3 17 17.042 1
3 17 17.125 1
3 17 17.208 1
3 17 17.292 1
3 17 17.375 1
3 17 17.458 1
3 17 17.542 1
3 17 17.625 1
3 17 17.708 1
3 17 17.792 1
3 17 17.875 1
3 17 17.958 1
3 17 18.042 0
3 17 18.125 0
3 17 18.208 0
3 17 18.292 0
3 17 18.375 0
3 17 18.458 0
3 17 18.542 0
3 17 18.625 0
3 17 18.708 0
3 17 18.792 0
3 17 18.875 0
3 17 18.958 0
3 17 19.042 0
3 17 19.125 0
3 17 19.208 0
3 17 19.292 0
3 17 19.375 0
3 17 19.458 0
3 17 19.542 0
3 17 19.625 0
3 17 19.708 0
3 17 19.792 0
3 17 19.875 0
3 17 19.958 0
3 17 20.042 0
3 17 20.125 0
3 17 20.208 0
3 17 20.292 0
3 17 20.375 0
3 17 20.458 0
3 17 20.542 0
3 17 20.625 0
3 17 20.708 0
3 17 20.792 0
3 17 20.875 0
3 17 20.958 0
3 17 21.042 0
3 17 21.125 0
3 17 21.208 0
3 17 21.292 0
3 17 21.375 0
3 17 21.458 0
3 17 21.542 0
3 17 21.625 0
3 17 21.708 0
3 17 21.792 0
3 17 21.875 0
3 17 21.958 0
3 17 22.042 0
3 17 22.125 0
3 17 22.208 0
3 17 22.292 0
3 17 22.375 0
3 17 22.458 0
3 17 22.542 0
3 17 22.625 0
3 17 22.708 0
3 17 22.792 0
3 17 22.875 0
3 17 22.958 0
3 17 23.042 0
3 17 23.125 0
3 17 23.208 0
3 17 23.292 0
3 17 23.375 0
3 17 23.458 0
3 17 23.542 0
3 17 23.625 0
3 17 23.708 0
3 17 23.792 0
3 17 23.875 0
3 17 23.958 0
3 18 0.042 0
3 18 0.125 0
3 18 0.208 0
3 18 0.292 0
3 18 0.375 0
3 18 0.458 0
3 18 0.542 0
3 18 0.625 0
3 18 0.708 0
3 18 0.792 0
3 18 0.875 0
3 18 0.958 0
3 18 1.042 0
3 18 1.125 0
3 18 1.208 0
3 18 1.292 0
3 18 1.375 0
3 18 1.458 0
3 18 1.542 0
3 18 1.625 0
3 18 1.708 0
3 18 1.792 0
3 18 1.875 0
3 18 1.958 0
3 18 2.042 0
3 18 2.125 0
3 18 2.208 0
3 18 2.292 0
3 18 2.375 0
3 18 2.458 0
3 18 2.542 0
3 18 2.625 0
3 18 2.708 0
3 18 2.792 0
3 18 2.875 0
3 18 2.958 0
3 18 3.042 0
3 18 3.125 0
3 18 3.208 0
3 18 3.292 0
3 18 3.375 0
3 18 3.458 0
3 18 3.542 0
3 18 3.625 0
3 18 3.708 0
3 18 3.792 0
3 18 3.875 0
3 18 3.958 0
3 18 4.042 0
3 18 4.125 0
3 18 4.208 0
3 18 4.292 0
3 18 4.375 0
3 18 4.458 0
3 18 4.542 0
3 18 4.625 0
3 18 4.708 0
3 18 4.792 0
3 18 4.875 0
3 18 4.958 0
3 18 5.042 0
3 18 5.125 0
3 18 5.208 0
3 18 5.292 0
3 18 5.375 0
3 18 5.458 0
3 18 5.542 0
3 18 5.625 0
3 18 5.708 0
3 18 5.792 0
3 18 5.875 0
3 18 5.958 0
3 18 6.042 0
3 18 6.125 0
3 18 6.208 0
3 18 6.292 0
3 18 6.375 0
3 18 6.458 0
3 18 6.542 0
3 18 6.625 0
3 18 6.708 0
3 18 6.792 0
3 18 6.875 0
3 18 6.958 0
3 18 7.042 0
3 18 7.125 0
3 18 7.208 0
3 18 7.292 0
3 18 7.375 0
3 18 7.458 0
3 18 7.542 0
3 18 7.625 0
3 18 7.708 0
3 18 7.792 0
3 18 7.875 0
3 18 7.958 0
3 18 8.042 0
3 18 8.125 0
3 18 8.208 0
3 18 8.292 0
3 18 8.375 0
3 18 8.458 0
3 18 8.542 0
3 18 8.625 1
3 18 8.708 0
3 18 8.792 0
3 18 8.875 0
3 18 8.958 1
3 18 9.042 1
3 18 9.125 1
3 18 9.208 0
3 18 9.292 1
3 18 9.375 1
3 18 9.458 1
3 18 9.542 1
3 18 9.625 1
3 18 9.708 1
3 18 9.792 1
3 18 9.875 1
3 18 9.958 1
3 18 10.042 1
3 18 10.125 1
3 18 10.208 0
3 18 10.292 1
3 18 10.375 1
3 18 10.458 1
3 18 10.542 1
3 18 10.625 1
3 18 10.708 1
3 18 10.792 1
3 18 10.875 1
3 18 10.958 1
3 18 11.042 1
3 18 11.125 1
3 18 11.208 1
3 18 11.292 1
3 18 11.375 1
3 18 11.458 1
3 18 11.542 1
3 18 11.625 1
3 18 11.708 1
3 18 11.792 1
3 18 11.875 1
3 18 11.958 1
3 18 12.042 1
3 18 12.125 0
3 18 12.208 0
3 18 12.292 0
3 18 12.375 0
3 18 12.458 0
3 18 12.542 1
3 18 12.625 0
3 18 12.708 0
3 18 12.792 0
3 18 12.875 0
3 18 12.958 1
3 18 13.042 1
3 18 13.125 1
3 18 13.208 0
3 18 13.292 1
3 18 13.375 1
3 18 13.458 1
3 18 13.542 1
3 18 13.625 1
3 18 13.708 1
3 18 13.792 1
3 18 13.875 1
3 18 13.958 0
3 18 14.042 1
3 18 14.125 1
3 18 14.208 1
3 18 14.292 1
3 18 14.375 1
3 18 14.458 0
3 18 14.542 0
3 18 14.625 1
3 18 14.708 1
3 18 14.792 0
3 18 14.875 1
3 18 14.958 1
3 18 15.042 1
3 18 15.125 1
3 18 15.208 1
3 18 15.292 1
3 18 15.375 1
3 18 15.458 1
3 18 15.542 1
3 18 15.625 1
3 18 15.708 1
3 18 15.792 1
3 18 15.875 1
3 18 15.958 0
3 18 16.042 1
3 18 16.125 1
3 18 16.208 1
3 18 16.292 1
3 18 16.375 1
3 18 16.458 0
3 18 16.542 1
3 18 16.625 1
3 18 16.708 0
3 18 16.792 1
3 18 16.875 1
3 18 16.958 1
3 18 17.042 1
3 18 17.125 1
3 18 17.208 1
3 18 17.292 1
3 18 17.375 1
3 18 17.458 1
3 18 17.542 1
3 18 17.625 1
3 18 17.708 1
3 18 17.792 1
3 18 17.875 1
3 18 17.958 1
3 18 18.042 1
3 18 18.125 1
3 18 18.208 0
3 18 18.292 0
3 18 18.375 0
3 18 18.458 0
3 18 18.542 0
3 18 18.625 0
3 18 18.708 0
3 18 18.792 0
3 18 18.875 0
3 18 18.958 0
3 18 19.042 0
3 18 19.125 0
3 18 19.208 0
3 18 19.292 0
3 18 19.375 0
3 18 19.458 0
3 18 19.542 0
3 18 19.625 0
3 18 19.708 0
3 18 19.792 0
3 18 19.875 0
3 18 19.958 0
3 18 20.042 0
3 18 20.125 0
3 18 20.208 0
3 18 20.292 0
3 18 20.375 0
3 18 20.458 0
3 18 20.542 0
3 18 20.625 0
3 18 20.708 0
3 18 20.792 0
3 18 20.875 0
3 18 20.958 0
3 18 21.042 0
3 18 21.125 0
3 18 21.208 0
3 18 21.292 0
3 18 21.375 0
3 18 21.458 0
3 18 21.542 0
3 18 21.625 0
3 18 21.708 0
3 18 21.792 0
3 18 21.875 0
3 18 21.958 0
3 18 22.042 0
3 18 22.125 0
3 18 22.208 0
3 18 22.292 0
3 18 22.375 0
3 18 22.458 0
3 18 22.542 0
3 18 22.625 0
3 18 22.708 0
3 18 22.792 0
3 18 22.875 0
3 18 22.958 0
3 18 23.042 0
3 18 23.125 0
3 18 23.208 0
3 18 23.292 0
3 18 23.375 0
3 18 23.458 0
3 18 23.542 0
3 18 23.625 0
3 18 23.708 0
3 18 23.792 0
3 18 23.875 0
3 18 23.958 0
3 19 0.042 0
3 19 0.125 0
3 19 0.208 0
3 19 0.292 0
3 19 0.375 0
3 19 0.458 0
3 19 0.542 0
3 19 0.625 0
3 19 0.708 0
3 19 0.792 0
3 19 0.875 0
3 19 0.958 0
3 19 1.042 0
3 19 1.125 0
3 19 1.208 0
3 19 1.292 0
3 19 1.375 0
3 19 1.458 0
3 19 1.542 0
3 19 1.625 0
3 19 1.708 0
3 19 1.792 0
3 19 1.875 0
3 19 1.958 0
3 19 2.042 0
3 19 2.125 0
3 19 2.208 0
3 19 2.292 0
3 19 2.375 0
3 19 2.458 0
3 19 2.542 0
3 19 2.625 0
3 19 2.708 0
3 19 2.792 0
3 19 2.875 0
3 19 2.958 0
3 19 3.042 0
3 19 3.125 0
3 19 3.208 0
3 19 3.292 0
3 19 3.375 0
3 19 3.458 0
3 19 3.542 0
3 19 3.625 0
3 19 3.708 0
3 19 3.792 0
3 19 3.875 0
3 19 3.958 0
3 19 4.042 0
3 19 4.125 0
3 19 4.208 0
3 19 4.292 0
3 19 4.375 0
3 19 4.458 0
3 19 4.542 0
3 19 4.625 0
3 19 4.708 0
3 19 4.792 0
3 19 4.875 0
3 19 4.958 0
3 19 5.042 0
3 19 5.125 0
3 19 5.208 0
3 19 5.292 0
3 19 5.375 0
3 19 5.458 0
3 19 5.542 0
3 19 5.625 0
3 19 5.708 0
3 19 5.792 0
3 19 5.875 0
3 19 5.958 0
3 19 6.042 0
3 19 6.125 0
3 19 6.208 0
3 19 6.292 0
3 19 6.375 0
3 19 6.458 0
3 19 6.542 0
3 19 6.625 0
3 19 6.708 0
3 19 6.792 0
3 19 6.875 0
3 19 6.958 0
3 19 7.042 0
3 19 7.125 0
3 19 7.208 0
3 19 7.292 0
3 19 7.375 0
3 19 7.458 0
3 19 7.542 0
3 19 7.625 0
3 19 7.708 0
3 19 7.792 0
3 19 7.875 0
3 19 7.958 0
3 19 8.042 0
3 19 8.125 0
3 19 8.208 0
3 19 8.292 0
3 19 8.375 0
3 19 8.458 0
3 19 8.542 1
3 19 8.625 1
3 19 8.708 0
3 19 8.792 1
3 19 8.875 1
3 19 8.958 1
3 19 9.042 0
3 19 9.125 1
3 19 9.208 1
3 19 9.292 1
3 19 9.375 1
3 19 9.458 0
3 19 9.542 0
3 19 9.625 0
3 19 9.708 1
3 19 9.792 1
3 19 9.875 1
3 19 9.958 1
3 19 10.042 1
3 19 10.125 1
3 19 10.208 1
3 19 10.292 0
3 19 10.375 1
3 19 10.458 1
3 19 10.542 1
3 19 10.625 1
3 19 10.708 1
3 19 10.792 1
3 19 10.875 1
3 19 10.958 1
3 19 11.042 1
3 19 11.125 1
3 19 11.208 1
3 19 11.292 0
3 19 11.375 1
3 19 11.458 1
3 19 11.542 1
3 19 11.625 1
3 19 11.708 1
3 19 11.792 1
3 19 11.875 1
3 19 11.958 1
3 19 12.042 1
3 19 12.125 1
3 19 12.208 1
3 19 12.292 0
3 19 12.375 0
3 19 12.458 0
3 19 12.542 1
3 19 12.625 1
3 19 12.708 1
3 19 12.792 1
3 19 12.875 1
3 19 12.958 1
3 19 13.042 0
3 19 13.125 1
3 19 13.208 1
3 19 13.292 1
3 19 13.375 1
3 19 13.458 1
3 19 13.542 1
3 19 13.625 1
3 19 13.708 1
3 19 13.792 1
3 19 13.875 1
3 19 13.958 1
3 19 14.042 1
3 19 14.125 1
3 19 14.208 1
3 19 14.292 1
3 19 14.375 1
3 19 14.458 1
3 19 14.542 1
3 19 14.625 1
3 19 14.708 1
3 19 14.792 1
3 19 14.875 1
3 19 14.958 1
3 19 15.042 1
3 19 15.125 1
3 19 15.208 0
3 19 15.292 1
3 19 15.375 1
3 19 15.458 1
3 19 15.542 1
3 19 15.625 1
3 19 15.708 1
3 19 15.792 1
3 19 15.875 0
3 19 15.958 1
3 19 16.042 0
3 19 16.125 0
3 19 16.208 1
3 19 16.292 1
3 19 16.375 1
3 19 16.458 1
3 19 16.542 1
3 19 16.625 1
3 19 16.708 1
3 19 16.792 1
3 19 16.875 1
3 19 16.958 1
3 19 17.042 1
3 19 17.125 1
3 19 17.208 1
3 19 17.292 1
3 19 17.375 1
3 19 17.458 1
3 19 17.542 1
3 19 17.625 1
3 19 17.708 1
3 19 17.792 1
3 19 17.875 1
3 19 17.958 1
3 19 18.042 1
3 19 18.125 1
3 19 18.208 1
3 19 18.292 1
3 19 18.375 1
3 19 18.458 1
3 19 18.542 1
3 19 18.625 1
3 19 18.708 1
3 19 18.792 0
3 19 18.875 0
3 19 18.958 0
3 19 19.042 0
3 19 19.125 0
3 19 19.208 0
3 19 19.292 0
3 19 19.375 0
3 19 19.458 0
3 19 19.542 0
3 19 19.625 0
3 19 19.708 0
3 19 19.792 0
3 19 19.875 0
3 19 19.958 0
3 19 20.042 0
3 19 20.125 0
3 19 20.208 0
3 19 20.292 0
3 19 20.375 0
3 19 20.458 0
3 19 20.542 0
3 19 20.625 0
3 19 20.708 0
3 19 20.792 0
3 19 20.875 0
3 19 20.958 0
3 19 21.042 0
3 19 21.125 0
3 19 21.208 0
3 19 21.292 0
3 19 21.375 0
3 19 21.458 0
3 19 21.542 0
3 19 21.625 0
3 19 21.708 0
3 19 21.792 0
3 19 21.875 0
3 19 21.958 0
3 19 22.042 0
3 19 22.125 0
3 19 22.208 0
3 19 22.292 0
3 19 22.375 0
3 19 22.458 0
3 19 22.542 0
3 19 22.625 0
3 19 22.708 0
3 19 22.792 0
3 19 22.875 0
3 19 22.958 0
3 19 23.042 0
3 19 23.125 0
3 19 23.208 0
3 19 23.292 0
3 19 23.375 0
3 19 23.458 0
3 19 23.542 0
3 19 23.625 0
3 19 23.708 0
3 19 23.792 0
3 19 23.875 0
3 19 23.958 0
3 20 0.042 0
3 20 0.125 0
3 20 0.208 0
3 20 0.292 0
3 20 0.375 0
3 20 0.458 0
3 20 0.542 0
3 20 0.625 0
3 20 0.708 0
3 20 0.792 0
3 20 0.875 0
3 20 0.958 0
3 20 1.042 0
3 20 1.125 0
3 20 1.208 0
3 20 1.292 0
3 20 1.375 0
3 20 1.458 0
3 20 1.542 0
3 20 1.625 0
3 20 1.708 0
3 20 1.792 0
3 20 1.875 0
3 20 1.958 0
3 20 2.042 0
3 20 2.125 0
3 20 2.208 0
3 20 2.292 0
3 20 2.375 0
3 20 2.458 0
3 20 2.542 0
3 20 2.625 0
3 20 2.708 0
3 20 2.792 0
3 20 2.875 0
3 20 2.958 0
3 20 3.042 0
3 20 3.125 0
3 20 3.208 0
3 20 3.292 0
3 20 3.375 0
3 20 3.458 0
3 20 3.542 0
3 20 3.625 0
3 20 3.708 0
3 20 3.792 0
3 20 3.875 0
3 20 3.958 0
3 20 4.042 0
3 20 4.125 0
3 20 4.208 0
3 20 4.292 0
3 20 4.375 0
3 20 4.458 0
3 20 4.542 0
3 20 4.625 0
3 20 4.708 0
3 20 4.792 0
3 20 4.875 0
3 20 4.958 0
3 20 5.042 0
3 20 5.125 0
3 20 5.208 0
3 20 5.292 0
3 20 5.375 0
3 20 5.458 0
3 20 5.542 0
3 20 5.625 0
3 20 5.708 0
3 20 5.792 0
3 20 5.875 0
3 20 5.958 0
3 20 6.042 0
3 20 6.125 0
3 20 6.208 0
3 20 6.292 0
3 20 6.375 0
3 20 6.458 0
3 20 6.542 0
3 20 6.625 0
3 20 6.708 0
3 20 6.792 0
3 20 6.875 0
3 20 6.958 0
3 20 7.042 0
3 20 7.125 0
3 20 7.208 0
3 20 7.292 0
3 20 7.375 0
3 20 7.458 0
3 20 7.542 0
3 20 7.625 0
3 20 7.708 0
3 20 7.792 0
3 20 7.875 0
3 20 7.958 0
3 20 8.042 0
3 20 8.125 0
3 20 8.208 0
3 20 8.292 0
3 20 8.375 0
3 20 8.458 0
3 20 8.542 0
3 20 8.625 0
3 20 8.708 0
3 20 8.792 0
3 20 8.875 1
3 20 8.958 1
3 20 9.042 1
3 20 9.125 1
3 20 9.208 1
3 20 9.292 1
3 20 9.375 1
3 20 9.458 1
3 20 9.542 1
3 20 9.625 1
3 20 9.708 1
3 20 9.792 1
3 20 9.875 1
3 20 9.958 1
3 20 10.042 1
3 20 10.125 1
3 20 10.208 1
3 20 10.292 1
3 20 10.375 1
3 20 10.458 1
3 20 10.542 1
3 20 10.625 1
3 20 10.708 1
3 20 10.792 1
3 20 10.875 1
3 20 10.958 1
3 20 11.042 0
3 20 11.125 1
3 20 11.208 1
3 20 11.292 1
3 20 11.375 1
3 20 11.458 0
3 20 11.542 1
3 20 11.625 1
3 20 11.708 1
3 20 11.792 1
3 20 11.875 1
3 20 11.958 1
3 20 12.042 1
3 20 12.125 0
3 20 12.208 0
3 20 12.292 0
3 20 12.375 1
3 20 12.458 0
3 20 12.542 0
3 20 12.625 0
3 20 12.708 0
3 20 12.792 0
3 20 12.875 0
3 20 12.958 1
3 20 13.042 0
3 20 13.125 0
3 20 13.208 1
3 20 13.292 1
3 20 13.375 1
3 20 13.458 1
3 20 13.542 1
3 20 13.625 1
3 20 13.708 0
3 20 13.792 0
3 20 13.875 1
3 20 13.958 1
3 20 14.042 1
3 20 14.125 1
3 20 14.208 1
3 20 14.292 1
3 20 14.375 0
3 20 14.458 1
3 20 14.542 1
3 20 14.625 1
3 20 14.708 1
3 20 14.792 0
3 20 14.875 1
3 20 14.958 1
3 20 15.042 1
3 20 15.125 1
3 20 15.208 1
3 20 15.292 1
3 20 15.375 1
3 20 15.458 1
3 20 15.542 1
3 20 15.625 1
3 20 15.708 1
3 20 15.792 1
3 20 15.875 1
3 20 15.958 0
3 20 16.042 1
3 20 16.125 1
3 20 16.208 1
3 20 16.292 0
3 20 16.375 1
3 20 16.458 1
3 20 16.542 1
3 20 16.625 0
3 20 16.708 0
3 20 16.792 1
3 20 16.875 1
3 20 16.958 1
3 20 17.042 1
3 20 17.125 1
3 20 17.208 1
3 20 17.292 1
3 20 17.375 1
3 20 17.458 1
3 20 17.542 0
3 20 17.625 1
3 20 17.708 1
3 20 17.792 1
3 20 17.875 1
3 20 17.958 1
3 20 18.042 1
3 20 18.125 1
3 20 18.208 1
3 20 18.292 1
3 20 18.375 0
3 20 18.458 0
3 20 18.542 0
3 20 18.625 0
3 20 18.708 0
3 20 18.792 0
3 20 18.875 0
3 20 18.958 0
3 20 19.042 0
3 20 19.125 0
3 20 19.208 0
3 20 19.292 0
3 20 19.375 0
3 20 19.458 0
3 20 19.542 0
3 20 19.625 0
3 20 19.708 0
3 20 19.792 0
3 20 19.875 0
3 20 19.958 0
3 20 20.042 0
3 20 20.125 0
3 20 20.208 0
3 20 20.292 0
3 20 20.375 0
3 20 20.458 0
3 20 20.542 0
3 20 20.625 0
3 20 20.708 0
3 20 20.792 0
3 20 20.875 0
3 20 20.958 0
3 20 21.042 0
3 20 21.125 0
3 20 21.208 0
3 20 21.292 0
3 20 21.375 0
3 20 21.458 0
3 20 21.542 0
3 20 21.625 0
3 20 21.708 0
3 20 21.792 0
3 20 21.875 0
3 20 21.958 0
3 20 22.042 0
3 20 22.125 0
3 20 22.208 0
3 20 22.292 0
3 20 22.375 0
3 20 22.458 0
3 20 22.542 0
3 20 22.625 0
3 20 22.708 0
3 20 22.792 0
3 20 22.875 0
3 20 22.958 0
3 20 23.042 0
3 20 23.125 0
3 20 23.208 0
3 20 23.292 0
3 20 23.375 0
3 20 23.458 0
3 20 23.542 0
3 20 23.625 0
3 20 23.708 0
3 20 23.792 0
3 20 23.875 0
3 20 23.958 0
3 21 0.042 0
3 21 0.125 0
3 21 0.208 0
3 21 0.292 0
3 21 0.375 0
3 21 0.458 0
3 21 0.542 0
3 21 0.625 0
3 21 0.708 0
3 21 0.792 0
3 21 0.875 0
3 21 0.958 0
3 21 1.042 0
3 21 1.125 0
3 21 1.208 0
3 21 1.292 0
3 21 1.375 0
3 21 1.458 0
3 21 1.542 0
3 21 1.625 0
3 21 1.708 0
3 21 1.792 0
3 21 1.875 0
3 21 1.958 0
3 21 2.042 0
3 21 2.125 0
3 21 2.208 0
3 21 2.292 0
3 21 2.375 0
3 21 2.458 0
3 21 2.542 0
3 21 2.625 0
3 21 2.708 0
3 21 2.792 0
